w,s,p,T,avg_age,max_age
1,1,0.3,300,2.3024578073089703,13.7172
2,1,0.3,300,2.30389700996679,13.7208
2,2,0.3,300,2.3061996677740817,13.7434
3,1,0.3,300,2.315370099667792,13.7928
3,2,0.3,300,2.161243521594684,13.3894
3,3,0.3,300,2.2167481727574723,13.57
4,1,0.3,300,2.3153172757475033,13.8312
4,2,0.3,300,2.0832637873754143,13.0785
4,3,0.3,300,2.125722923588039,13.3401
4,4,0.3,300,2.1708162790697747,13.4445
5,1,0.3,300,2.334803986710957,13.9889
5,2,0.3,300,2.122712624584718,13.3816
5,3,0.3,300,1.8094265780730707,12.169
5,4,0.3,300,2.0316481727574667,13.1786
5,5,0.3,300,2.0572581395348744,13.1145
6,1,0.3,300,2.3346086378737705,14.0267
6,2,0.3,300,2.0562980066445142,13.0944
6,3,0.3,300,1.8707166112956743,12.089
6,4,0.3,300,1.8265315614617847,12.0037
6,5,0.3,300,1.9854136212624436,12.9079
6,6,0.3,300,2.02397508305646,13.0429
7,1,0.3,300,2.365371760797354,14.3845
7,2,0.3,300,2.0398468438538213,13.0151
7,3,0.3,300,1.8184345514950089,12.3012
7,4,0.3,300,1.6720102990033145,10.8627
7,5,0.3,300,1.7648827242524814,11.8071
7,6,0.3,300,1.9095847176079725,12.6865
7,7,0.3,300,1.9448445182724146,12.8129
8,1,0.3,300,2.3751056478405475,14.4502
8,2,0.3,300,2.0602315614617988,13.2967
8,3,0.3,300,1.757601661129557,11.9688
8,4,0.3,300,1.6980727574750785,10.9679
8,5,0.3,300,1.6296897009966675,9.766
8,6,0.3,300,1.7496023255813784,11.8564
8,7,0.3,300,1.854796013289023,12.5631
8,8,0.3,300,1.8885960132890276,12.6393
9,1,0.3,300,2.404121926910297,14.903
9,2,0.3,300,2.036547840531553,13.1737
9,3,0.3,300,1.6815219269102988,11.2866
9,4,0.3,300,1.7315521594684407,11.6285
9,5,0.3,300,1.5606305647840482,9.0084
9,6,0.3,300,1.643069435215939,10.0863
9,7,0.3,300,1.7076614617940122,11.5499
9,8,0.3,300,1.7915415282391902,12.2328
9,9,0.3,300,1.8415634551494873,12.2565
10,1,0.3,300,2.4130345514950253,15.012
10,2,0.3,300,2.017452823920268,13.0491
10,3,0.3,300,1.7036614617940151,11.4607
10,4,0.3,300,1.6105631229235868,10.5095
10,5,0.3,300,1.6124724252491696,10.0924
10,6,0.3,300,1.5725046511627883,8.7003
10,7,0.3,300,1.618990365448503,10.034
10,8,0.3,300,1.6653601328903604,11.2216
10,9,0.3,300,1.74818737541528,11.9297
10,10,0.3,300,1.7904046511627756,11.7764
11,1,0.3,300,2.460719933554818,15.6488
11,2,0.3,300,2.0423000000000027,13.405
11,3,0.3,300,1.6630292358803942,11.5791
11,4,0.3,300,1.5322375415282417,9.8098
11,5,0.3,300,1.5461950166112974,9.2741
11,6,0.3,300,1.4981415282392003,8.1775
